1,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
24370,uuid:50c22d57-fa02-400e-8467-f1fdafbda9ef,69093570,27/09/1/1/1/0021,Nigeria,NGA,Ogun,Ijebu North East,0,Igbeba,0,Ogidi Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.8386384,3.9764255,GRID3_2024,11/11/2024,3.9764255,6.8386384
24371,uuid:0bf53f56-5355-4f26-8a0e-f6b4c17676b1,65284528,27/06/1/1/1/0012,Nigeria,NGA,Ogun,Ipokia,0,Ihunbo/Ilase,0,Ihunbo Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.6905276,2.8598592,GRID3_2024,11/11/2024,2.8598592,6.6905276
24372,uuid:1ed018a8-8189-4c43-8a83-232392cb33cd,87213155,27/17/1/1/1/0010,Nigeria,NGA,Ogun,Remo North,0,Magbon Iyankan 4,0,Local Government Staff Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.0043044,3.696486,GRID3_2024,11/11/2024,3.696486,7.0043044
24373,uuid:4ff1be12-af8c-427c-a09d-70ea47f833e4,71623252,27/12/1/1/1/0005,Nigeria,NGA,Ogun,Imeko Afon,0,Atapele,0,Atapele Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.4967302,2.9552337,GRID3_2024,11/11/2024,2.9552337,7.4967302
24374,uuid:cabc9b54-cd6f-484d-8142-17d5cf45ff10,47443510,27/09/1/1/1/0006,Nigeria,NGA,Ogun,Ijebu North East,0,Imewuro,0,Odedeyo Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.9039022,4.0635269,GRID3_2024,11/11/2024,4.0635269,6.9039022
24375,uuid:323a0849-2160-4331-b962-d43e84d46d45,33874916,27/12/1/1/1/0012,Nigeria,NGA,Ogun,Imeko Afon,0,Oke Agbede/Moriwi,1,Okuta Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.5305844,2.7665067,GRID3_2024,11/11/2024,2.7665067,7.5305844
24376,uuid:48b91c35-f99d-40ad-a289-6c6c13fd08ae,56212379,27/20/1/1/1/0009,Nigeria,NGA,Ogun,Yewa South,0,Ilaro  1,0,Ijanna Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.9412227,3.0171831,GRID3_2024,11/11/2024,3.0171831,6.9412227
10311,bdca7057-1482-4e8b-8d07-9fc74373aa43,63695299,12/02/1/3/1/0001,Nigeria,NGA,Edo,Egor,0,Ugbowo,0,University Of Benin Teaching Hospital,NHFR_2024,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,6.390686035,5.613098144,GRID3_EHEALTH,11/11/2024,5.613098144,6.390686035
24378,uuid:084b7405-7b9b-4ada-9e18-450aeee1c538,35366921,27/10/1/1/2/0034,Nigeria,NGA,Ogun,Ijebu Ode,0,Isoku/Ishado/Ikanigbo,1,Vic'S Hospital,NHFR_2024,Private,For Profit,Primary,Primary Health Center,6.811094,3.9145524,GRID3_2024,11/11/2024,3.9145524,6.811094
24379,uuid:4fa6801e-cdee-4d30-9038-96443dc513c5,23204374,27/18/1/1/1/0017,Nigeria,NGA,Ogun,Sagamu,0,Batoro,0,Batoro Health Clinic,NHFR_2024,Public,Unknown,Primary,Unknown,6.8440471,3.6505627,GRID3_2024,11/11/2024,3.6505627,6.8440471
24380,uuid:8c2c6be0-7d4c-444a-8691-f7e09d81445a,73525202,27/18/1/1/1/0033,Nigeria,NGA,Ogun,Sagamu,0,Batoro,0,Ipoji Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.8453117,3.6521725,GRID3_2024,11/11/2024,3.6521725,6.8453117
24381,uuid:04654a31-a2c2-4667-a8ea-c10034c2cb67,24674641,27/10/1/1/1/0010,Nigeria,NGA,Ogun,Ijebu Ode,0,Ijade/Imepe,1,Iwade Isale Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.817312,3.918453,GRID3_2024,11/11/2024,3.918453,6.817312
24382,uuid:94f0b107-83ef-45b0-842c-c9e573910b0e,77803520,27/10/1/1/1/0029,Nigeria,NGA,Ogun,Ijebu Ode,0,Porogun 1,0,Ijebu Ode L G Staff Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,6.8212538,3.915358,GRID3_2024,11/11/2024,3.915358,6.8212538
24383,uuid:0981cb4e-189f-452b-ae25-156996ce4b25,77965502,27/03/1/1/1/0100,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Ijoko,0,Arijeloro Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.6992968,3.280098,GRID3_2024,11/11/2024,3.280098,6.6992968
24384,uuid:b02a17c7-c0c1-4fdd-b3a8-e268efd3ca5f,45768954,27/03/1/1/1/0054,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Sango,0,Egan Health Center,NHFR_2024,Public,Unknown,Primary,Unknown,6.723182,3.266278,GRID3_2024,11/11/2024,3.266278,6.723182
24385,uuid:0edb93f0-351f-4878-893f-85295f302a84,69728271,27/13/1/1/1/0025,Nigeria,NGA,Ogun,Obafemi Owode,0,Moloko-Asipa,0,Moloko Asipa Health Post,NHFR_2024,Public,Unknown,Primary,Unknown,7.0014899,3.5650819,GRID3_2024,11/11/2024,3.5650819,7.0014899
10335,f7385ce3-87d7-4e59-8fde-5136b25182ee,33350564,12/01/1/2/1/0003,Nigeria,NGA,Edo,Akoko-Edo,0,Uffa/Akuku,0,Igarra General Hospital,NHFR_2024,Public,State Government,Secondary,General Hospital,7.280700684,6.104492188,GRID3_EHEALTH,11/11/2024,6.104492188,7.280700684
24387,uuid:2609e49b-6a55-4797-9cd5-391ef4f957fb,27277874,27/13/1/1/1/0013,Nigeria,NGA,Ogun,Obafemi Owode,0,Ofada,0,Ibafo Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.7439367,3.4213062,GRID3_2024,11/11/2024,3.4213062,6.7439367
24388,uuid:d5838641-12da-46ab-8e32-a8548cf5a667,21409824,27/20/1/1/2/0001,Nigeria,NGA,Ogun,Yewa South,0,Owode  2,0,Alanu Health Center,NHFR_2024,Private,Unknown,Primary,Unknown,6.692482,2.9994446,GRID3_2024,11/11/2024,2.9994446,6.692482
24389,uuid:08755e9b-2e2d-40f0-b999-40157a903e52,84874488,27/13/1/1/1/0014,Nigeria,NGA,Ogun,Obafemi Owode,0,Kajola,1,Igbari Ake Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.1528803,3.562872,GRID3_2024,11/11/2024,3.562872,7.1528803
24390,uuid:1ceb80fd-1b0f-4df3-90c6-90069c0aad8a,64205315,27/13/1/1/1/0033,Nigeria,NGA,Ogun,Obafemi Owode,0,Owode Imuagun,0,Olowokojebi Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.9193447,3.4538892,GRID3_2024,11/11/2024,3.4538892,6.9193447
24391,uuid:b3dc43a0-a739-49c8-9afb-2c0abadd3be4,70919843,27/18/1/1/1/0001,Nigeria,NGA,Ogun,Sagamu,0,Ajaka,0,Ajaka Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.853623,3.6357192,GRID3_2024,11/11/2024,3.6357192,6.853623
24392,uuid:6af20166-c61e-4c56-850e-22450cda71eb,37487055,27/20/1/1/1/0007,Nigeria,NGA,Ogun,Yewa South,0,Ilaro  3,0,Gbogidi Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.8825535,3.0010524,GRID3_2024,11/11/2024,3.0010524,6.8825535
24393,uuid:a8896bc7-11e4-4bbc-98db-e58689b0c335,52452523,27/03/1/1/1/0019,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Ijoko,0,Iroko Aparadija Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.7031665,3.26911,GRID3_2024,11/11/2024,3.26911,6.7031665
24394,uuid:8cb1c2a1-48e8-49d9-aa5b-4481a57ef06f,63598834,27/19/1/1/1/0030,Nigeria,NGA,Ogun,Yewa North,0,Igbogila/Ibese,0,Komi Oba Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.9598329,2.9528548,GRID3_2024,11/11/2024,2.9528548,6.9598329
24395,uuid:39ba09cf-1aff-42e6-a182-ffbafefd2df2,70108023,27/18/1/1/1/0002,Nigeria,NGA,Ogun,Sagamu,0,Ogijo,0,Ajegunle Health Clinic,NHFR_2024,Public,Unknown,Primary,Unknown,6.692701,3.494989,GRID3_2024,11/11/2024,3.494989,6.692701
24396,uuid:9784777e-2423-43d6-a256-930adabd3124,58931843,27/16/1/1/1/0022,Nigeria,NGA,Ogun,Ogun Waterside,0,Odeomi,0,Okun Ilete Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,6.3674286,4.3633449,GRID3_2024,11/11/2024,4.3633449,6.3674286
24397,uuid:4ef37626-e4a9-4067-aad5-f62a1112f751,66511919,27/16/1/1/1/0026,Nigeria,NGA,Ogun,Ogun Waterside,0,Odeomi,0,Okun Elefon Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,6.3481045,4.4294367,GRID3_2024,11/11/2024,4.4294367,6.3481045
24398,uuid:a6673e67-4837-466f-a686-c17490b01cc9,58899079,27/03/1/1/1/0033,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Ijoko,0,Ilupeju Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,6.7085348,3.2796388,GRID3_2024,11/11/2024,3.2796388,6.7085348
24399,uuid:ad5a0aec-b6b4-4a63-a02b-c59f5f5d668e,37378235,27/18/1/1/1/0017,Nigeria,NGA,Ogun,Sagamu,0,Ogijo,0,Likosi Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.7614823,3.5362558,GRID3_2024,11/11/2024,3.5362558,6.7614823
24400,uuid:678abb72-035e-4f76-8a31-c5dd8eede0c2,71017948,27/14/1/1/1/0020,Nigeria,NGA,Ogun,Odeda,0,Osiele,0,Osiele Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.1911518,3.4498952,GRID3_2024,11/11/2024,3.4498952,7.1911518
24401,uuid:0e786867-27b5-4e83-bcaf-ba65463e1739,37179176,27/06/1/1/1/0017,Nigeria,NGA,Ogun,Ipokia,0,Maun 1,0,Maun Health Clinic,NHFR_2024,Public,Unknown,Primary,Unknown,6.4758501,2.8322095,GRID3_2024,11/11/2024,2.8322095,6.4758501
24402,uuid:1a9a35c7-6d54-43f1-b6ea-59c6c53ae832,25325885,27/05/1/1/1/0011,Nigeria,NGA,Ogun,Ifo,0,Oke-Aro / Ibaragun,0,Ilupeju Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.683913,3.3271539,GRID3_2024,11/11/2024,3.3271539,6.683913
24403,uuid:e2812292-8316-43e2-bc7a-9a6775e56ffe,63679038,27/10/1/2/2/0015,Nigeria,NGA,Ogun,Ijebu Ode,0,Porogun 2,0,Infinite Mercy Hospital,NHFR_2024,Private,For Profit,Primary,Primary Health Center,6.8268205,3.9131375,GRID3_2024,11/11/2024,3.9131375,6.8268205
24404,uuid:b1da32be-ab7c-4923-99dd-0dc57d38f602,56939485,27/03/1/1/1/0017,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Sango,0,Iloye Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,6.7162162,3.2658715,GRID3_2024,11/11/2024,3.2658715,6.7162162
24405,uuid:c77a5c10-3230-4683-bb88-1f8de74285f3,63349331,27/12/1/1/1/0003,Nigeria,NGA,Ogun,Imeko Afon,0,Agberiodo,0,Agboriodo Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.3203562,2.895242,GRID3_2024,11/11/2024,2.895242,7.3203562
24406,uuid:d8566c07-0958-44a4-909d-d4c9757f198a,52590909,27/03/1/1/1/0031,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Ijoko,0,Ifelagba Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.7189792,3.276884,GRID3_2024,11/11/2024,3.276884,6.7189792
24407,uuid:f9c3de8e-8cd2-4525-9a11-35810e191503,26775826,27/13/1/1/1/0026,Nigeria,NGA,Ogun,Obafemi Owode,0,Ofada,0,Mowe Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,6.807892,3.4354832,GRID3_2024,11/11/2024,3.4354832,6.807892
24408,uuid:f0e895b2-a50e-441d-b6fc-9ddfefc1c763,54510432,27/18/1/1/1/0017,Nigeria,NGA,Ogun,Sagamu,0,Soyindo,0,Legacy Isale Oko Health,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.8525489,3.6544997,GRID3_2024,11/11/2024,3.6544997,6.8525489
24409,uuid:928cf0da-f628-42c0-8ccc-f68c2fed75fa,72248538,27/16/1/1/1/0020,Nigeria,NGA,Ogun,Ogun Waterside,0,Odeomi,0,Odeomi Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.4067101,4.335547,GRID3_2024,11/11/2024,4.335547,6.4067101
24410,uuid:e8ed98e6-7d06-4407-81ce-aa2a6c7f9296,36009576,27/03/1/1/1/0032,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Ijoko,0,Ijoko Titun Health Post,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.7505448,3.2468153,GRID3_2024,11/11/2024,3.2468153,6.7505448
24411,uuid:52e35eb5-d3ef-454d-89b2-04461d9c0f89,36129514,27/13/1/1/1/0027,Nigeria,NGA,Ogun,Obafemi Owode,0,Oba,0,Oba Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.0393776,3.3557078,GRID3_2024,11/11/2024,3.3557078,7.0393776
24412,uuid:e7bf9b1b-8f33-4ba7-95d2-6d20c2841fa2,44984594,27/13/1/1/1/0037,Nigeria,NGA,Ogun,Obafemi Owode,0,Ajura,0,Siun Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.9548045,3.5324119,GRID3_2024,11/11/2024,3.5324119,6.9548045
24413,uuid:ae01e6df-ea9a-4606-b1f3-1ac87cb6653a,28152203,27/05/1/1/1/0018,Nigeria,NGA,Ogun,Ifo,0,Oke-Aro / Ibaragun,0,Okungbolu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.7238113,3.3080217,GRID3_2024,11/11/2024,3.3080217,6.7238113
24414,uuid:16dc816b-890b-4a25-8d2d-8abd54e27412,18753369,27/03/1/1/1/0012,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Ijoko,0,Ijoko Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.742125,3.2618069,GRID3_2024,11/11/2024,3.2618069,6.742125
24415,uuid:43ef8c3a-5c93-4c6a-b70c-1eebe7aba278,50939636,27/06/1/1/1/0021,Nigeria,NGA,Ogun,Ipokia,0,Maun 2,0,Vawhe Hundo Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.4857473,2.8753574,GRID3_2024,11/11/2024,2.8753574,6.4857473
24416,uuid:be8aee5d-fafd-4d03-a6db-058df7c64a14,18477884,27/03/1/1/1/0010,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Ilogbo,0,Ewupe Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.7201285,3.2076278,GRID3_2024,11/11/2024,3.2076278,6.7201285
24417,uuid:650b255e-9fa6-4dd9-883d-1455d4f1a1c3,31362253,27/03/1/1/1/0027,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Ilogbo,0,Owode Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.7397975,3.216086,GRID3_2024,11/11/2024,3.216086,6.7397975
24418,uuid:3c2145fc-7444-47b2-ad8b-c37091f2539e,43484283,27/13/1/1/1/0057,Nigeria,NGA,Ogun,Obafemi Owode,0,Kajola,0,Isan Onigbagbo Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.0748129,3.5477837,GRID3_2024,11/11/2024,3.5477837,7.0748129
24419,uuid:3fd5e029-75a9-49bb-9e32-dd539bf507f9,16212491,27/12/1/1/1/0007,Nigeria,NGA,Ogun,Imeko Afon,0,Ilara 5,0,Ilara Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.4082351,2.7497842,GRID3_2024,11/11/2024,2.7497842,7.4082351
24420,uuid:f03d38e1-e3f4-452d-8e1f-348f4b62d903,14843762,27/13/1/1/1/0060,Nigeria,NGA,Ogun,Obafemi Owode,0,Ofada,0,Adesan Health Clinic,NHFR_2024,Public,Local Government,Primary,Unknown,6.8309245,3.4234483,GRID3_2024,11/11/2024,3.4234483,6.8309245
24421,uuid:67c700ed-0f12-4507-a736-99b28b6174c0,80997334,27/06/1/1/1/0048,Nigeria,NGA,Ogun,Ipokia,0,Maun 2,0,Fanji Health Center,NHFR_2024,Public,Local Government,Primary,Unknown,6.4783279,2.8424873,GRID3_2024,11/11/2024,2.8424873,6.4783279
24422,uuid:384b91ef-4eb1-43ac-98ff-b45c53c18337,57128285,27/13/1/1/1/0021,Nigeria,NGA,Ogun,Obafemi Owode,0,Mokoloki,0,Ajegunle Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.8708832,3.3407895,GRID3_2024,11/11/2024,3.3407895,6.8708832
24423,uuid:a1b89557-5566-47ad-a87c-d80443939caa,49445137,27/13/1/1/1/0009,Nigeria,NGA,Ogun,Obafemi Owode,0,Alapako,0,Boodo Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.2198482,3.7143814,GRID3_2024,11/11/2024,3.7143814,7.2198482
24424,uuid:3f4ef998-270a-47af-9b15-d070f3d39a24,19635664,27/15/1/1/1/0009,Nigeria,NGA,Ogun,Odogbolu,0,Okunowa/Ijesa Ijebu,1,Ijesa Ijebu Health Clinic,NHFR_2024,Public,Unknown,Primary,Unknown,6.9079309,3.7662875,GRID3_2024,11/11/2024,3.7662875,6.9079309
24425,uuid:35f4c38d-8aab-4e70-9a46-ef9bdf3bfafc,25978650,27/06/1/1/1/0022,Nigeria,NGA,Ogun,Ipokia,0,Maun 2,0,Vawhe Tafa Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.478919,2.8611343,GRID3_2024,11/11/2024,2.8611343,6.478919
24426,uuid:1a18fd4e-7ad2-4fa1-94f2-70505b5d890a,44506228,27/08/1/1/1/0018,Nigeria,NGA,Ogun,Ijebu North,0,Oru/Awa/Ilaporu,0,Oru Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.9502415,3.9437154,GRID3_2024,11/11/2024,3.9437154,6.9502415
24427,uuid:271ebd35-b707-4c1e-882e-8ab7f845180f,81374185,27/05/1/1/1/0029,Nigeria,NGA,Ogun,Ifo,0,Oke-Aro / Ibaragun,0,Olambe Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.7061058,3.3471435,GRID3_2024,11/11/2024,3.3471435,6.7061058
24428,uuid:fb4c7857-c96e-4c96-89fd-afd73ae5b449,51911273,27/13/1/1/1/0028,Nigeria,NGA,Ogun,Obafemi Owode,0,Moloko-Asipa,0,Oba Seriki Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.0275792,3.5712218,GRID3_2024,11/11/2024,3.5712218,7.0275792
24429,uuid:aa1274a9-67b6-4aa9-ac46-2d6e855e6a83,44754435,27/19/1/1/1/0024,Nigeria,NGA,Ogun,Yewa North,0,Imasayi,0,Imasayi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.0792304,3.0786676,GRID3_2024,11/11/2024,3.0786676,7.0792304
24430,uuid:dc56ce7e-c86a-4571-a5c8-5e019b3feb24,55762150,27/07/1/1/1/0006,Nigeria,NGA,Ogun,Ijebu East,0,Imobi 1,0,Fotedo Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.6310947,4.1636609,GRID3_2024,11/11/2024,4.1636609,6.6310947
24431,uuid:59e396ed-156e-4300-8198-0c5907729e57,29689302,27/10/1/1/1/0009,Nigeria,NGA,Ogun,Ijebu Ode,0,Ijasi - Idepo 8,0,Iwade Oke Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.835412,3.9231435,GRID3_2024,11/11/2024,3.9231435,6.835412
24432,uuid:6b9f7410-200b-4ed7-865e-a4f6477d7313,38985219,27/13/1/1/1/0003,Nigeria,NGA,Ogun,Obafemi Owode,0,Onidundu,0,Afojupanla Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.9236768,3.4205004,GRID3_2024,11/11/2024,3.4205004,6.9236768
24433,uuid:2a4f26d6-40a5-4248-b3b9-8ea1e09d7376,50625373,27/16/1/1/1/0012,Nigeria,NGA,Ogun,Ogun Waterside,0,Imakun/Irokun,0,Imakun Omi Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.4401157,4.408517,GRID3_2024,11/11/2024,4.408517,6.4401157
24434,uuid:e188b341-f9bb-428b-8b3a-01f8dc69c825,69337675,27/08/1/1/1/0011,Nigeria,NGA,Ogun,Ijebu North,0,Ojowo/Japara,0,Japara Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.9740519,3.9880653,GRID3_2024,11/11/2024,3.9880653,6.9740519
24435,uuid:e7432273-21b5-4d4d-8a3b-7fc5ce26a67b,60005666,27/19/1/1/1/0015,Nigeria,NGA,Ogun,Yewa North,0,Igbogila/Ibese,0,Igbogila Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.05301,2.9793944,GRID3_2024,11/11/2024,2.9793944,7.05301
24436,uuid:66d4e80f-d74d-45e8-b985-4c0618f520af,30793400,27/13/1/1/1/0031,Nigeria,NGA,Ogun,Obafemi Owode,0,Alapako,0,Ogunmakin Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.1460164,3.7852656,GRID3_2024,11/11/2024,3.7852656,7.1460164
24437,uuid:f6b9f62d-71c0-4c1b-9f96-ffc9f578b9dd,73490574,27/08/1/1/1/0007,Nigeria,NGA,Ogun,Ijebu North,0,Oru/Awa/Ilaporu,0,Awa Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.9648802,3.9354008,GRID3_2024,11/11/2024,3.9354008,6.9648802
24438,uuid:99f01f74-b276-448d-9e60-867d18c464a7,80012676,27/10/1/1/1/0006,Nigeria,NGA,Ogun,Ijebu Ode,0,Porogun 2,0,Ita Alapo Health Care,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.8247184,3.9092738,GRID3_2024,11/11/2024,3.9092738,6.8247184
24439,uuid:c0b216e8-8d74-48b0-bc1c-78d279c4386d,29032320,27/03/1/1/1/0016,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Ilogbo,0,Ilogbo Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.721071,3.1638856,GRID3_2024,11/11/2024,3.1638856,6.721071
24440,uuid:594f1c70-e089-4a66-9efd-78b23fda84db,26445754,27/20/1/1/1/0023,Nigeria,NGA,Ogun,Yewa South,0,Idogo,0,Olokuta Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.8052725,2.8638599,GRID3_2024,11/11/2024,2.8638599,6.8052725
24441,uuid:e91d706b-d820-4a09-8c80-9a000e005812,67210786,27/13/1/1/1/0035,Nigeria,NGA,Ogun,Obafemi Owode,0,Owode Imuagun,0,Orile Igbein Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.8817681,3.510458,GRID3_2024,11/11/2024,3.510458,6.8817681
24442,uuid:57da5c32-4188-4190-8cb4-0455876241d7,35573432,27/13/1/1/1/0032,Nigeria,NGA,Ogun,Obafemi Owode,0,Ajebo,0,Olosun Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.1415078,3.6983725,GRID3_2024,11/11/2024,3.6983725,7.1415078
24443,uuid:a90e7f35-1611-40e1-8116-0cd33b5e86cc,55411507,27/13/1/1/1/0061,Nigeria,NGA,Ogun,Obafemi Owode,0,Ofada,0,Loburo Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.819947,3.4541847,GRID3_2024,11/11/2024,3.4541847,6.819947
24444,uuid:d3d0c2ce-8be5-428f-9940-915e1cc3b583,69625533,27/05/1/1/1/0005,Nigeria,NGA,Ogun,Ifo,0,Ajuwon / Akute,0,Ajuwon Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.6735216,3.3452747,GRID3_2024,11/11/2024,3.3452747,6.6735216
24445,uuid:0c62643b-aa02-415e-8e20-8c85f5c03e0d,25263153,27/17/1/1/1/0003,Nigeria,NGA,Ogun,Remo North,0,Orile Oko 8,0,Ajano Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.0651158,3.7527203,GRID3_2024,11/11/2024,3.7527203,7.0651158
24446,uuid:d6eacd5b-e52b-44a5-9fd8-87cd7b9c5418,50774642,27/06/1/1/1/0045,Nigeria,NGA,Ogun,Ipokia,0,Ipokia 2,0,Oniro Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.6259889,2.8338458,GRID3_2024,11/11/2024,2.8338458,6.6259889
24447,uuid:a478e41f-cdfc-4751-86d0-d3ea99f7fd57,81597648,27/17/1/1/1/0007,Nigeria,NGA,Ogun,Remo North,0,Isara 2,1,Isan Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.0671335,3.7818124,GRID3_2024,11/11/2024,3.7818124,7.0671335
24448,uuid:d270862b-409e-4c97-9808-8d92864c6b1b,15751813,27/05/1/1/1/0016,Nigeria,NGA,Ogun,Ifo,0,Oke-Aro / Ibaragun,0,Oke Aro Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.6851877,3.318235,GRID3_2024,11/11/2024,3.318235,6.6851877
24449,uuid:ff429cf9-e064-440b-bc9c-68e975a8f396,77634189,27/19/1/1/1/0023,Nigeria,NGA,Ogun,Yewa North,0,Joga/Ibooro,0,Ilujoda Ibooro Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.0864176,3.0868582,GRID3_2024,11/11/2024,3.0868582,7.0864176
24450,uuid:4d2ad90a-c9ec-4259-a22a-61a791a18f9a,25860332,27/18/1/1/1/0012,Nigeria,NGA,Ogun,Sagamu,0,Ogijo,0,Ogijo Primary Health Care,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.7040701,3.5110127,GRID3_2024,11/11/2024,3.5110127,6.7040701
24451,uuid:71fb73e2-5199-4ed8-87e8-c25d079993ae,74359293,27/20/1/1/1/0005,Nigeria,NGA,Ogun,Yewa South,0,Idogo,0,Idogo Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.8357786,2.9179587,GRID3_2024,11/11/2024,2.9179587,6.8357786
24452,uuid:a51caf47-1b55-4f99-91c3-00b66e996607,61696554,27/05/1/1/1/0024,Nigeria,NGA,Ogun,Ifo,0,Oke-Aro / Ibaragun,0,Robiyan Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.7481174,3.2976569,GRID3_2024,11/11/2024,3.2976569,6.7481174
24453,uuid:cfcc70a5-1ea7-483d-9b3c-ab233816441e,22784250,27/03/1/1/1/0025,Nigeria,NGA,Ogun,Ado Odo/Ota,0,Atan (Ado),0,Oke Ore Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.6731462,3.0492163,GRID3_2024,11/11/2024,3.0492163,6.6731462
