1,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
1,9c2b58dd-1e99-49b9-970e-eabce1c7dd10,57132712,08/07/1/1/1/0030,Nigeria,NGA,Borno,Damboa,0,Gumsuri,0,Gumsuri Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.05984,12.80855,NHFR_2024,11/11/2024,12.80855,11.05984
2,5a3864b5-d66b-4683-90cd-9c76af393450,42800186,08/02/1/1/1/0044,Nigeria,NGA,Borno,Askira/Uba,0,Uba,0,Uba Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.458997,13.213818,GRID3_EHEALTH,11/11/2024,13.213818,10.458997
3,cfe845eb-9f71-4b99-9603-d2f389a73ba0,26934297,08/02/1/1/1/0034,Nigeria,NGA,Borno,Askira/Uba,0,Ngulde,0,Ngulde Comprehensive Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.632343,12.545808,GRID3_EHEALTH,11/11/2024,12.545808,10.632343
4,0fcbdf4a-8ea2-4df9-9167-4c9f1377f27c,43109689,08/06/1/1/1/0021,Nigeria,NGA,Borno,Chibok,0,Shikarkir,0,Shikarkir Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.80278,12.7768,GRID3_EHEALTH,11/11/2024,12.7768,10.80278
5,12c47bd1-535e-4de7-9cad-ad34f43b1965,28489340,08/06/1/1/1/0025,Nigeria,NGA,Borno,Chibok,0,Kuburmbula,0,Mifa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.88869,12.90377,GRID3_EHEALTH,11/11/2024,12.90377,10.88869
6,9606fce0-b208-4d77-a0b8-3ba6767cc7eb,49239747,08/20/1/1/1/0008,Nigeria,NGA,Borno,Magumeri,0,Gajigana,0,Gajigana Model Primary Health Care Center,NHFR_2024,Public,Unknown,Primary,Health Post,12.249895,13.10427,GRID3_EHEALTH,11/11/2024,13.10427,12.249895
7,98b2214a-1b02-4151-9209-c91954e9ebe1,41316065,08/19/1/1/1/0022,Nigeria,NGA,Borno,Mafa,0,Loskori,0,Nguwom Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.88444,13.34538,GRID3_EHEALTH,11/11/2024,13.34538,11.88444
8,491fd10b-a3d4-4d0f-9450-e544848435f7,13865119,08/18/1/1/1/0013,Nigeria,NGA,Borno,Kwaya Kusar,0,Kurbagayi,0,Kurbagayi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.47337408,11.77700457,GRID3_EHEALTH,11/11/2024,11.77700457,10.47337408
9,461e2781-bade-4e8c-8928-7f7920c9564d,63887155,29/22/1/1/1/0002,Nigeria,NGA,Osun,Isokan,0,Oranran,1,Abidemi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.274902344,4.1953125,GRID3_EHEALTH,11/11/2024,4.1953125,7.274902344
10,8e662b33-0bcb-4e75-88aa-214437bd7ba3,46521839,13/04/1/1/1/0001,Nigeria,NGA,Ekiti,Ekiti South West,0,Odo Igbara,1,Igbara Odo Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.50217,5.065215,GRID3_EHEALTH,11/11/2024,5.065215,7.50217
11,7a7a9e73-3d57-473a-962c-9c93625019b6,69733393,08/24/1/1/1/0030,Nigeria,NGA,Borno,Monguno,0,Monguno,0,Water Board Aah Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.68298,13.61403,GRID3_EHEALTH,11/11/2024,13.61403,12.68298
12,1789628f-72e7-42e5-a916-329cd857dc76,64397706,08/24/1/1/1/0028,Nigeria,NGA,Borno,Monguno,0,Monguno,0,Nrc Idps Camp Aah Clinic,NHFR_2024,Public,Local Government,Primary,Unknown,12.67774,13.62142,GRID3_EHEALTH,11/11/2024,13.62142,12.67774
13,d8c60b8a-57a8-4671-8bc2-5910c60521c2,29858613,16/08/1/1/1/0012,Nigeria,NGA,Imo,Ikeduru,1,Iho,1,Iho Basic Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,5.5818558,7.10398666,GRID3_EHEALTH,11/11/2024,7.10398666,5.5818558
14,7bec5ac2-6386-4dcc-8ab5-b8a0abcfae0b,26968480,08/15/1/2/1/0001,Nigeria,NGA,Borno,Kala/Balge,0,Rann,0,Rann Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.2681856,14.4659828,GRID3_EHEALTH,11/11/2024,14.4659828,12.2681856
15,10cd9c29-d6b8-4974-aa41-656f82911f5f,46194825,08/25/1/1/1/0007,Nigeria,NGA,Borno,Ngala,0,Gamboru C,1,Gamboru Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.37014,14.21058,NHFR_2024,11/11/2024,14.21058,12.37014
16,ff71a9a1-5fa3-49c8-bb9b-e486e11e8a1e,29570644,08/21/1/1/1/0078,Nigeria,NGA,Borno,Maiduguri,0,Bolori 2,0,Baga Road Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,11.87028,13.12194,GRID3_EHEALTH,11/11/2024,13.12194,11.87028
17,a8cf813f-fd11-4673-bf03-6a0d70274aba,58668453,08/11/1/1/1/0019,Nigeria,NGA,Borno,Gwoza,0,Hambagda Limankara Jaje,1,Limankara Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.10464,13.81496,GRID3_EHEALTH,11/11/2024,13.81496,11.10464
18,40ba73c8-e59d-470e-adad-dc8d36011ee3,25407146,08/11/1/1/1/0030,Nigeria,NGA,Borno,Gwoza,0,Pulka Bokko,1,Pulka Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.98756,13.66336,GRID3_EHEALTH,11/11/2024,13.66336,10.98756
19,f7eb6759-d1a1-4d24-8768-6129dfff050e,85030277,08/11/1/1/1/0042,Nigeria,NGA,Borno,Gwoza,0,Ngoshe,0,Ngoshe Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.13273873,13.79227709,GRID3_EHEALTH,11/11/2024,13.79227709,11.13273873
20,a1d2ea26-e62f-4c73-9154-44a4c9f70639,26314763,08/21/1/1/1/0031,Nigeria,NGA,Borno,Maiduguri,0,Shehuri North,0,Shehu Palace Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.8484,13.1609,GRID3_EHEALTH,11/11/2024,13.1609,11.8484
1929,c12dcaff-2bc5-4123-8220-38da92cec38b,46031868,01/15/1/2/2/0003,Nigeria,NGA,Abia,Umuahia North,0,Etinan Urban 1,1,Chidinma Hospital Specialist,NHFR_2024,Private,Unknown,Secondary,General Hospital,5.541633333,7.494025,GRID3_EHEALTH,11/11/2024,7.494025,5.541633333
22,d4496c43-a2fa-4d00-8286-fa467ccc58de,48030134,08/21/1/1/1/0023,Nigeria,NGA,Borno,Maiduguri,0,Bolori 2,0,Zajeri Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.8725,13.12722,GRID3_EHEALTH,11/11/2024,13.12722,11.8725
23,a999190d-baab-4f7c-a488-8f618c5c4df0,53956564,08/02/1/1/1/0043,Nigeria,NGA,Borno,Askira/Uba,0,Hussara Tampul,0,Tampul Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,10.577545,13.223046,GRID3_EHEALTH,11/11/2024,13.223046,10.577545
24,8f888790-9e96-4306-9ef7-7b7c93c11519,78257219,08/06/1/3/1/0001,Nigeria,NGA,Borno,Chibok,0,Kautikari,0,Kautikari Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.81868,12.984085,GRID3_EHEALTH,11/11/2024,12.984085,10.81868
25,96f61084-6a5a-47ab-9532-7ad204cb006e,78832845,02/07/1/1/1/0089,Nigeria,NGA,Borno,Hong,1,Uba,0,Uba B Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.45140167,13.21774667,GRID3_EHEALTH,11/11/2024,13.21774667,10.45140167
26,62e22dec-54ba-4dcd-8e27-1e79a8b6f8d9,32255587,08/21/1/3/1/0001,Nigeria,NGA,Borno,Maiduguri,0,Bolori 1,0,Maiduguri Federal Neuro Psychiatric Hospital,NHFR_2024,Public,Federal Government,Tertiary,Primary Health Center,11.85720332,13.13659386,GRID3_EHEALTH,11/11/2024,13.13659386,11.85720332
27,f8f60000-dabd-42d5-923c-f307affd7a9e,64764534,08/03/1/1/1/0005,Nigeria,NGA,Borno,Bama,0,Shehuri,1,Bama Maternity and  Child Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.5049,13.67199,GRID3_EHEALTH,11/11/2024,13.67199,11.5049
28,a0652605-3ad7-49c0-82cb-148f0199ce63,54930159,22/05/1/1/1/0059,Nigeria,NGA,Kogi,Dekina,0,Abocho,0,Abocho Cottage Hospital,NHFR_2024,Public,State Government,Secondary,Primary Health Center,7.573120117,6.999084473,GRID3_EHEALTH,11/11/2024,6.999084473,7.573120117
29,924fe051-6cd5-4d7c-b990-43f5475b3f32,60116349,08/16/1/1/1/0013,Nigeria,NGA,Borno,Konduga,0,Konduga,1,Boarding Primary School Idp Camp Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.665381,13.396635,GRID3_EHEALTH,11/11/2024,13.396635,11.665381
30,f99c4032-9f96-46cd-b14b-49a51d17a9aa,51390339,08/07/1/1/1/0009,Nigeria,NGA,Borno,Damboa,0,Damboa,0,Damboa Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.1613,12.7577,GRID3_EHEALTH,11/11/2024,12.7577,11.1613
31,1c05cc87-b1e8-43ac-9ca0-d77eae11e963,65732404,13/01/1/2/2/0005,Nigeria,NGA,Ekiti,Ado Ekiti,0,Okesa,1,Adetoyin Venture Hospital,NHFR_2024,Private,For Profit,Secondary,Primary Health Center,7.630501667,5.21005,GRID3_EHEALTH,11/11/2024,5.21005,7.630501667
32,2f2b5b1c-496f-468e-b07c-21ee55888e44,54665472,03/28/1/1/1/0004,Nigeria,NGA,Akwa Ibom,Ukanafun,0,Ukanafun 6,1,Afaha Ikot Inyang Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,4.967056667,7.718501667,GRID3_EHEALTH,11/11/2024,7.718501667,4.967056667
33,b0b9a410-d774-4ac0-a900-08fc3370a87f,54341897,08/13/1/1/1/0038,Nigeria,NGA,Borno,Jere,0,Dusuman,0,Muna Koreri Alima Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,11.866345,13.24527,GRID3_EHEALTH,11/11/2024,13.24527,11.866345
34,cab63d5c-8aa1-42ce-a30a-66f97f5ffb32,54862116,28/13/1/1/1/0022,Nigeria,NGA,Ondo,Odigbo,0,Ajue,0,Oro Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.89998,4.85358,GRID3_EHEALTH,11/11/2024,4.85358,6.89998
35,99456f2c-77f5-423b-a6ff-9be8c3188592,18111100,08/24/1/1/1/0011,Nigeria,NGA,Borno,Monguno,0,Monguno,0,Monguno Support Programme Icrc Family Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.66683,13.61814,GRID3_EHEALTH,11/11/2024,13.61814,12.66683
36,a8d518ce-fd61-4c2f-b145-d40604f74c05,51201113,13/11/1/1/2/0004,Nigeria,NGA,Ekiti,Ikole,0,Odo-Ayedun,0,Bisi Odo Ayedun Maternity Clinic,NHFR_2024,Private,For Profit,Primary,Primary Health Center,7.81667,5.58752,GRID3_EHEALTH,11/11/2024,5.58752,7.81667
37,f65ae589-574c-4ea0-994c-6a87a77163db,63422523,08/21/1/1/1/0011,Nigeria,NGA,Borno,Maiduguri,0,Limanti,1,Gamboru Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.84557,13.16676666,GRID3_EHEALTH,11/11/2024,13.16676666,11.84557
38,a826a0d0-7f14-47fd-833a-264dbdfac012,14766352,08/16/1/1/1/0029,Nigeria,NGA,Borno,Konduga,0,Konduga,0,Konduga Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.65588379,13.41589355,GRID3_EHEALTH,11/11/2024,13.41589355,11.65588379
39,c4ef3096-8f3f-4f97-b1ab-3c6a48988579,25145571,08/21/1/1/1/0013,Nigeria,NGA,Borno,Maiduguri,0,Gwange 3,0,Gwange Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.8275,13.1675,GRID3_EHEALTH,11/11/2024,13.1675,11.8275
1930,534b1f28-35e1-4285-8b80-d75590790c8d,44899462,01/01/1/1/2/0066,Nigeria,NGA,Abia,Aba North,1,Umuola,1,Pricess Mary Hospital,NHFR_2024,Private,For Profit,Secondary,General Hospital,5.12411,7.393666667,GRID3_EHEALTH,11/11/2024,7.393666667,5.12411
41,2877c43e-dd96-418a-a9a3-4d2aca086b27,43582487,08/20/1/1/1/0011,Nigeria,NGA,Borno,Magumeri,0,Kareram Lawanti,1,Kareram A Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.15589,12.80756,GRID3_EHEALTH,11/11/2024,12.80756,12.15589
42,e8d2b0a2-449d-4c82-9f3e-42c37f054755,36585675,08/06/1/1/1/0008,Nigeria,NGA,Borno,Chibok,0,Whuntaku Chibok,0,Hirpaya Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.86755833,12.78967833,GRID3_EHEALTH,11/11/2024,12.78967833,10.86755833
43,4529d739-098b-448c-be7d-16bdcd928593,65405761,08/05/1/1/2/0004,Nigeria,NGA,Borno,Biu,0,Dugja,0,Hirku Health Clinic,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,10.62390137,12.18688965,GRID3_EHEALTH,11/11/2024,12.18688965,10.62390137
1934,e149d1ea-463d-4f9e-b0a4-af9043c61411,56354803,01/15/1/2/2/0095,Nigeria,NGA,Abia,Umuahia North,0,Etinan Urban 4,0,Abba Hospital Specialist,NHFR_2024,Private,For Profit,Secondary,General Hospital,5.525461667,7.494055,GRID3_EHEALTH,11/11/2024,7.494055,5.525461667
45,baca4c05-b021-433d-bbf3-54ac8cfb40e8,66335268,08/02/1/1/1/0051,Nigeria,NGA,Borno,Askira/Uba,0,Askira East,0,Askira Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.649427,12.910804,GRID3_EHEALTH,11/11/2024,12.910804,10.649427
46,445f9093-43f7-4c54-bd37-8ad51dfb8c49,15142904,08/06/1/1/1/0012,Nigeria,NGA,Borno,Chibok,0,Kuburmbula,0,Kuburmbula Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.88073,12.92061,GRID3_EHEALTH,11/11/2024,12.92061,10.88073
47,f6898218-e51d-4819-a9ca-3f4256399f7a,66489113,08/08/1/1/1/0008,Nigeria,NGA,Borno,Dikwa,0,Gajibo,0,Gajibo Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.11247,13.9886,GRID3_EHEALTH,11/11/2024,13.9886,12.11247
48,cd0bb5b7-1ced-4037-a947-dac497bc3540,12886171,08/05/1/1/1/0006,Nigeria,NGA,Borno,Biu,0,Silumthla,0,Biu Town Health Post,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.611303,12.195945,GRID3_EHEALTH,11/11/2024,12.195945,10.611303
49,147edf6c-dd3d-4a98-ae91-df4afab3278c,17016526,08/16/1/1/1/0044,Nigeria,NGA,Borno,Konduga,0,Auno,0,Pompomari Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.83648682,13.06591797,GRID3_EHEALTH,11/11/2024,13.06591797,11.83648682
50,9926bd41-1e1d-412e-852a-83d0725aa93c,36944797,08/05/1/1/1/0013,Nigeria,NGA,Borno,Biu,0,Gunda,0,Duzuwa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.886138,11.765759,GRID3_EHEALTH,11/11/2024,11.765759,10.886138
51,a9955c06-03d1-418a-a7dc-1422e8258d77,76336879,08/05/1/1/1/0031,Nigeria,NGA,Borno,Biu,0,Gunda,0,Panana Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.918119,11.769207,GRID3_EHEALTH,11/11/2024,11.769207,10.918119
52,65e785db-c61a-4bd0-9777-4c9da32597b1,42148609,13/11/1/1/1/0010,Nigeria,NGA,Ekiti,Ikole,0,Ipao/Okeako/Irele,0,Irele Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,8.00794,5.60872,NHFR_2024,11/11/2024,5.60872,8.00794
53,e230f00e-0a8e-4978-8341-da38fa729c98,66340844,08/05/1/1/2/0009,Nigeria,NGA,Borno,Biu,0,Galdimari,0,Sauki Health Clinic,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,10.61746,12.17441,NHFR_2024,11/11/2024,12.17441,10.61746
54,eb34bb71-58d2-46fa-964c-67b7411c8b38,57295571,08/14/1/1/1/0010,Nigeria,NGA,Borno,Kaga,0,Ngamdu,0,Ngamdu Model Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.76032,12.26238,GRID3_EHEALTH,11/11/2024,12.26238,11.76032
55,739e1b2f-5cf4-4551-bd7e-0b3ca1100102,52053860,08/12/1/1/1/0029,Nigeria,NGA,Borno,Hawul,0,Shaffa,1,Shaffa Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.51261,12.32761,GRID3_EHEALTH,11/11/2024,12.32761,10.51261
56,91526722-df52-4d1d-992e-67a5f212b010,55867498,08/12/1/1/1/0026,Nigeria,NGA,Borno,Hawul,0,Puba Vidor,0,Pelambirin Health Post,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,10.406323,12.370303,GRID3_EHEALTH,11/11/2024,12.370303,10.406323
1935,ecf5bc56-08ee-461f-857c-d95fccb9c538,79031449,01/10/1/2/2/0005,Nigeria,NGA,Abia,Ohafia,0,Ohafor,0,King Of Kings Hospital Specialist,NHFR_2024,Private,For Profit,Secondary,General Hospital,5.617683333,7.849445,GRID3_EHEALTH,11/11/2024,7.849445,5.617683333
58,be660517-80b9-494d-bf26-08c367420c50,70785278,08/07/1/1/1/0061,Nigeria,NGA,Borno,Damboa,0,Damboa,0,Damboa Town Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,11.160011,12.753967,GRID3_EHEALTH,11/11/2024,12.753967,11.160011
59,6e3ba868-7cb0-4c76-a80c-34654f38ed05,36800544,05/05/1/1/1/0011,Nigeria,NGA,Bauchi,Darazo,0,Lago,0,Diggiri Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.219787,10.526103,GRID3_EHEALTH,11/11/2024,10.526103,11.219787
60,9911fe92-3529-4917-8375-62d439d77a97,13839030,08/06/1/1/1/0027,Nigeria,NGA,Borno,Chibok,0,Kuburmbula,0,Mbulabam Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.84193,12.91238,GRID3_EHEALTH,11/11/2024,12.91238,10.84193
61,f9f1dd7b-0d07-4abd-b759-f92a8ade49bc,56206288,08/21/1/1/2/0008,Nigeria,NGA,Borno,Maiduguri,0,Bolori 1,0,Kwatam Medical Clinic,NHFR_2024,Private,For Profit,Secondary,Primary Health Center,11.863278,13.134026,GRID3_EHEALTH,11/11/2024,13.134026,11.863278
62,03ddf16c-4eef-46e4-bc6e-a99ab7866e66,34965743,08/21/1/1/2/0004,Nigeria,NGA,Borno,Maiduguri,0,Lamisula Jabbamari,0,City Medical Center,NHFR_2024,Private,For Profit,Secondary,Primary Health Center,11.855504,13.151874,GRID3_EHEALTH,11/11/2024,13.151874,11.855504
63,04251626-1ae7-4f45-b7f0-060aabae4bf5,68083943,28/17/1/1/1/0019,Nigeria,NGA,Ondo,Ose,0,Ute,0,Ute Basic Health Center,NHFR_2024,Public,State Government,Primary,Primary Health Center,6.851501465,5.604492187,GRID3_EHEALTH,11/11/2024,5.604492187,6.851501465
64,1e662801-7eeb-4212-8c8e-de8224f27be7,15218292,08/02/1/1/1/0048,Nigeria,NGA,Borno,Askira/Uba,0,Wamdeo,1,Walafa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.777358,13.309904,GRID3_EHEALTH,11/11/2024,13.309904,10.777358
65,c6a918aa-240f-4a25-9858-b02389cc11e2,38022477,08/01/1/1/1/0020,Nigeria,NGA,Borno,Abadam,0,Kudo Kurgu,0,Mallam Fatori Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,13.66447,13.34183,GRID3_EHEALTH,11/11/2024,13.34183,13.66447
1950,4816b424-6673-4602-af48-a4d2911178f6,65928366,01/15/1/2/2/0098,Nigeria,NGA,Abia,Umuahia North,0,Ndume,1,Restoration Hospital Specialist,NHFR_2024,Private,For Profit,Secondary,General Hospital,5.523995,7.524768333,GRID3_EHEALTH,11/11/2024,7.524768333,5.523995
67,3be38c11-9737-468e-8da0-a4a1f3311012,65877832,08/16/1/1/1/0026,Nigeria,NGA,Borno,Konduga,0,Kawuri,0,Kawuri Maternity and  Child Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.57609,13.53319,GRID3_EHEALTH,11/11/2024,13.53319,11.57609
3338,17c06246-e492-4b12-9f05-f98d99f5296e,12493701,01/11/1/3/1/0001,Nigeria,NGA,Abia,Osisioma Ngwa,0,Amasator,1,Abia State University Teaching Hospital,NHFR_2024,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,5.146836667,7.344991667,GRID3_EHEALTH,11/11/2024,7.344991667,5.146836667
69,6b12ab72-76bf-4755-8824-404cb922510d,74303232,08/17/1/1/1/0003,Nigeria,NGA,Borno,Kukawa,0,Baga,0,Baga Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,13.09461,13.82126,GRID3_EHEALTH,11/11/2024,13.82126,13.09461
70,35c2390d-dc92-4e0d-920a-f3e745256642,59759716,08/22/1/1/1/0015,Nigeria,NGA,Borno,Marte,0,Njine,0,New Marte Maternity and  Child Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.24535,13.86494,GRID3_EHEALTH,11/11/2024,13.86494,12.24535
71,cc7554f2-129d-4dd0-b2f3-677e6e298b0f,70311582,08/11/1/1/1/0041,Nigeria,NGA,Borno,Gwoza,0,Kirawa Jimini,0,Kirawa Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.19046,13.91008,GRID3_EHEALTH,11/11/2024,13.91008,11.19046
72,faa67824-8a6c-4820-9c92-bc9bca4fdc30,80392430,08/12/1/1/1/0006,Nigeria,NGA,Borno,Hawul,0,Puba Vidor,1,Gwallam Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.466586,12.339761,GRID3_EHEALTH,11/11/2024,12.339761,10.466586
73,00b1c28a-0c19-4c28-b38b-24789869937b,38665284,08/24/1/1/1/0019,Nigeria,NGA,Borno,Monguno,0,Monguno,0,Monguno Town Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.67127,13.61679,GRID3_EHEALTH,11/11/2024,13.61679,12.67127
74,1f3deb26-da12-4cb4-9da5-57aae4eb923c,14313234,08/04/1/1/1/0026,Nigeria,NGA,Borno,Bayo,0,Wuyo,0,Wuyo Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.383772,11.695865,GRID3_EHEALTH,11/11/2024,11.695865,10.383772
75,050cc752-1bae-4afd-a782-267f96a2e58e,82832278,08/05/1/1/1/0029,Nigeria,NGA,Borno,Biu,0,Mirnga,0,Mirnga Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.72601,12.14567,NHFR_2024,11/11/2024,12.14567,10.72601
76,284cebdb-14f8-466d-8fc7-66546200d428,31837127,08/02/1/1/1/0026,Nigeria,NGA,Borno,Askira/Uba,0,Rumirgo Chull,0,Rumirgo Federal Model Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.589723,13.042286,GRID3_EHEALTH,11/11/2024,13.042286,10.589723
77,60377b7d-fe72-4f4f-80ed-4c6f365514ac,70601819,08/02/1/1/1/0027,Nigeria,NGA,Borno,Askira/Uba,0,Uba,0,Muffa Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,10.456248,13.202196,GRID3_EHEALTH,11/11/2024,13.202196,10.456248
78,f8111193-1733-4e3c-9062-87a7a6f43014,22074608,08/17/1/1/1/0010,Nigeria,NGA,Borno,Kukawa,0,Doro,0,Doro Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,13.11643,13.86098,GRID3_EHEALTH,11/11/2024,13.86098,13.11643
79,525fd497-db60-4611-a225-3ac3cf5ce275,26351323,28/17/1/1/1/0011,Nigeria,NGA,Ondo,Ose,0,Imoru/Arinmogija,0,Imoru Basic Health Center,NHFR_2024,Public,State Government,Primary,Primary Health Center,6.872924804,5.753112793,GRID3_EHEALTH,11/11/2024,5.753112793,6.872924804
80,0994a68b-846f-4fed-bdd8-0dd821fc9521,19764163,08/25/1/1/1/0041,Nigeria,NGA,Borno,Ngala,0,Wulgo,0,Wulgo Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.47591,14.17432,GRID3_EHEALTH,11/11/2024,14.17432,12.47591
81,6cbb0cc7-9b8c-4e23-84fd-444ed939db8c,20332875,08/09/1/1/1/0012,Nigeria,NGA,Borno,Gubio,0,Gubio 2,0,Old Gubio Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.501712,12.785114,GRID3_EHEALTH,11/11/2024,12.785114,12.501712
82,76abd09b-0e02-4d63-a1f9-a3d2e125b856,63593299,08/03/1/1/1/0049,Nigeria,NGA,Borno,Bama,0,Banki,0,Banki Bulabulin Lawanti Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.24891,14.150777,GRID3_EHEALTH,11/11/2024,14.150777,11.24891
83,a6f6e4c1-4c8d-4a3b-b31f-a131b6d4b774,27983265,08/13/1/1/1/0017,Nigeria,NGA,Borno,Jere,0,Galtimari,0,Jiddari Polo Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.794494,13.145925,GRID3_EHEALTH,11/11/2024,13.145925,11.794494
84,a908f412-1a8a-45dc-8a44-976cecf0dd4d,32792313,08/13/1/1/1/0015,Nigeria,NGA,Borno,Jere,0,Gongulon,0,Gongulong Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.91979,13.18684,GRID3_EHEALTH,11/11/2024,13.18684,11.91979
85,712a9ad4-1a1f-4fd0-bd15-fa0cfbcb5a28,58766525,08/26/1/1/1/0009,Nigeria,NGA,Borno,Nganzai,0,Gajiram,0,Gajiram Maternity and Child Health Centre,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.49346,13.21419,GRID3_EHEALTH,11/11/2024,13.21419,12.49346
86,a6860c70-d2d0-40d1-90bc-1b402f26b39d,35173349,08/27/1/1/1/0040,Nigeria,NGA,Borno,Shani,0,Walama,0,Walama Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.283873,11.962756,GRID3_EHEALTH,11/11/2024,11.962756,10.283873
87,7164fd0b-f8b1-4b63-b9d1-8d3a1cacf066,79984538,08/13/1/1/1/0022,Nigeria,NGA,Borno,Jere,0,Mairi (Jere),0,Mairi Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.81118,13.18832,GRID3_EHEALTH,11/11/2024,13.18832,11.81118
